,Name,rel_date,orig_price,discounted_price,discount%
11092,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11093,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11094,Everything,04-21-2017,14.99,11.99,20.01
11095,LEGO Batman,10-10-2008,19.99,4.99,75.04
11096,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11097,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11098,Silence,11-15-2016,29.99,14.99,50.02
11099,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11100,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11101,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11102,Outlast 2,04-24-2017,29.99,29.99,0.0
11103,SMITE,09-8-2015,0.0,0.0,0.0
11104,Rocket League,07-6-2015,19.99,19.99,0.0
11105,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11106,Warframe,03-25-2013,0.0,0.0,0.0
11107,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
11108,The Long Dark,09-22-2014,19.99,9.99,50.03
11109,NieR:Automata ,03-17-2017,59.99,59.99,0.0
11110,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
11111,Team Fortress 2,10-10-2007,0.0,0.0,0.0
11112,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
11113,War Thunder,08-15-2013,0.0,0.0,0.0
11114,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
11115,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
11116,Earthfall,04-26-2017,29.99,29.99,0.0
11117,Space Engineers,10-23-2013,24.99,24.99,0.0
11118,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
11119,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
11120,Dota 2,07-9-2013,0.0,0.0,0.0
11121,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
11122,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
11123,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
11124,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
11125,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
11126,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
11127,Street Fighter V,02-15-2016,39.99,39.99,0.0
11128,Scanner Sombre,04-26-2017,11.99,9.59,20.02
11129,Path of Exile,10-23-2013,0.0,0.0,0.0
11130,Star Trek Online,01-31-2012,0.0,0.0,0.0
11131,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
11132,Fallout Shelter,03-29-2017,0.0,0.0,0.0
11133,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
11134,Stellaris,05-9-2016,39.99,39.99,0.0
11135,Stardew Valley,02-26-2016,14.99,14.99,0.0
11136,RimWorld,07-15-2016,29.99,29.99,0.0
11137,Portal Knights,02-25-2016,14.99,11.24,25.02
11138,Factorio,02-25-2016,20.0,20.0,0.0
11139,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
11140,TERA,05-5-2015,0.0,0.0,0.0
11141,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
11142,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11143,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11144,Everything,04-21-2017,14.99,11.99,20.01
11145,LEGO Batman,10-10-2008,19.99,4.99,75.04
11146,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11147,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11148,Silence,11-15-2016,29.99,14.99,50.02
11149,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11150,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11151,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11152,Outlast 2,04-24-2017,29.99,29.99,0.0
11153,SMITE,09-8-2015,0.0,0.0,0.0
11154,Rocket League,07-6-2015,19.99,19.99,0.0
11155,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11156,Warframe,03-25-2013,0.0,0.0,0.0
11157,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
11158,The Long Dark,09-22-2014,19.99,9.99,50.03
11159,NieR:Automata ,03-17-2017,59.99,59.99,0.0
11160,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
11161,Team Fortress 2,10-10-2007,0.0,0.0,0.0
11162,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
11163,War Thunder,08-15-2013,0.0,0.0,0.0
11164,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
11165,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
11166,Earthfall,04-26-2017,29.99,29.99,0.0
11167,Space Engineers,10-23-2013,24.99,24.99,0.0
11168,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
11169,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
11170,Dota 2,07-9-2013,0.0,0.0,0.0
11171,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
11172,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
11173,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
11174,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
11175,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
11176,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
11177,Street Fighter V,02-15-2016,39.99,39.99,0.0
11178,Scanner Sombre,04-26-2017,11.99,9.59,20.02
11179,Path of Exile,10-23-2013,0.0,0.0,0.0
11180,Star Trek Online,01-31-2012,0.0,0.0,0.0
11181,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
11182,Fallout Shelter,03-29-2017,0.0,0.0,0.0
11183,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
11184,Stellaris,05-9-2016,39.99,39.99,0.0
11185,Stardew Valley,02-26-2016,14.99,14.99,0.0
11186,RimWorld,07-15-2016,29.99,29.99,0.0
11187,Portal Knights,02-25-2016,14.99,11.24,25.02
11188,Factorio,02-25-2016,20.0,20.0,0.0
11189,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
11190,TERA,05-5-2015,0.0,0.0,0.0
11191,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
11192,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11193,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11194,Everything,04-21-2017,14.99,11.99,20.01
11195,LEGO Batman,10-10-2008,19.99,4.99,75.04
11196,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11197,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11198,Silence,11-15-2016,29.99,14.99,50.02
11199,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11200,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11201,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11202,Outlast 2,04-24-2017,29.99,29.99,0.0
11203,SMITE,09-8-2015,0.0,0.0,0.0
11204,Rocket League,07-6-2015,19.99,19.99,0.0
11205,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11206,Warframe,03-25-2013,0.0,0.0,0.0
11207,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
11208,The Long Dark,09-22-2014,19.99,9.99,50.03
11209,NieR:Automata ,03-17-2017,59.99,59.99,0.0
11210,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
11211,Team Fortress 2,10-10-2007,0.0,0.0,0.0
11212,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
11213,War Thunder,08-15-2013,0.0,0.0,0.0
11214,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
11215,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
11216,Earthfall,04-26-2017,29.99,29.99,0.0
11217,Space Engineers,10-23-2013,24.99,24.99,0.0
11218,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
11219,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
11220,Dota 2,07-9-2013,0.0,0.0,0.0
11221,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
11222,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
11223,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
11224,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
11225,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
11226,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
11227,Street Fighter V,02-15-2016,39.99,39.99,0.0
11228,Scanner Sombre,04-26-2017,11.99,9.59,20.02
11229,Path of Exile,10-23-2013,0.0,0.0,0.0
11230,Star Trek Online,01-31-2012,0.0,0.0,0.0
11231,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
11232,Fallout Shelter,03-29-2017,0.0,0.0,0.0
11233,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
11234,Stellaris,05-9-2016,39.99,39.99,0.0
11235,Stardew Valley,02-26-2016,14.99,14.99,0.0
11236,RimWorld,07-15-2016,29.99,29.99,0.0
11237,Portal Knights,02-25-2016,14.99,11.24,25.02
11238,Factorio,02-25-2016,20.0,20.0,0.0
11239,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
11240,TERA,05-5-2015,0.0,0.0,0.0
11241,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
11242,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11243,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11244,Everything,04-21-2017,14.99,11.99,20.01
11245,LEGO Batman,10-10-2008,19.99,4.99,75.04
11246,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11247,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11248,Silence,11-15-2016,29.99,14.99,50.02
11249,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11250,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11251,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11252,Outlast 2,04-24-2017,29.99,29.99,0.0
11253,SMITE,09-8-2015,0.0,0.0,0.0
11254,Rocket League,07-6-2015,19.99,19.99,0.0
11255,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11256,Warframe,03-25-2013,0.0,0.0,0.0
11257,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
11258,The Long Dark,09-22-2014,19.99,9.99,50.03
11259,NieR:Automata ,03-17-2017,59.99,59.99,0.0
11260,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
11261,Team Fortress 2,10-10-2007,0.0,0.0,0.0
11262,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
11263,War Thunder,08-15-2013,0.0,0.0,0.0
11264,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
11265,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
11266,Earthfall,04-26-2017,29.99,29.99,0.0
11267,Space Engineers,10-23-2013,24.99,24.99,0.0
11268,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
11269,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
11270,Dota 2,07-9-2013,0.0,0.0,0.0
11271,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
11272,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
11273,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
11274,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
11275,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
11276,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
11277,Street Fighter V,02-15-2016,39.99,39.99,0.0
11278,Scanner Sombre,04-26-2017,11.99,9.59,20.02
11279,Path of Exile,10-23-2013,0.0,0.0,0.0
11280,Star Trek Online,01-31-2012,0.0,0.0,0.0
11281,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
11282,Fallout Shelter,03-29-2017,0.0,0.0,0.0
11283,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
11284,Stellaris,05-9-2016,39.99,39.99,0.0
11285,Stardew Valley,02-26-2016,14.99,14.99,0.0
11286,RimWorld,07-15-2016,29.99,29.99,0.0
11287,Portal Knights,02-25-2016,14.99,11.24,25.02
11288,Factorio,02-25-2016,20.0,20.0,0.0
11289,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
11290,TERA,05-5-2015,0.0,0.0,0.0
11291,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
11292,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11293,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11294,Everything,04-21-2017,14.99,11.99,20.01
11295,LEGO Batman,10-10-2008,19.99,4.99,75.04
11296,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11297,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11298,Silence,11-15-2016,29.99,14.99,50.02
11299,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11300,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11301,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11302,Outlast 2,04-24-2017,29.99,29.99,0.0
11303,SMITE,09-8-2015,0.0,0.0,0.0
11304,Rocket League,07-6-2015,19.99,19.99,0.0
11305,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11306,Warframe,03-25-2013,0.0,0.0,0.0
11307,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
11308,The Long Dark,09-22-2014,19.99,9.99,50.03
11309,NieR:Automata ,03-17-2017,59.99,59.99,0.0
11310,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
11311,Team Fortress 2,10-10-2007,0.0,0.0,0.0
11312,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
11313,War Thunder,08-15-2013,0.0,0.0,0.0
11314,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
11315,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
11316,Earthfall,04-26-2017,29.99,29.99,0.0
11317,Space Engineers,10-23-2013,24.99,24.99,0.0
11318,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
11319,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
11320,Dota 2,07-9-2013,0.0,0.0,0.0
11321,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
11322,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
11323,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
11324,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
11325,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
11326,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
11327,Street Fighter V,02-15-2016,39.99,39.99,0.0
11328,Scanner Sombre,04-26-2017,11.99,9.59,20.02
11329,Path of Exile,10-23-2013,0.0,0.0,0.0
11330,Star Trek Online,01-31-2012,0.0,0.0,0.0
11331,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
11332,Fallout Shelter,03-29-2017,0.0,0.0,0.0
11333,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
11334,Stellaris,05-9-2016,39.99,39.99,0.0
11335,Stardew Valley,02-26-2016,14.99,14.99,0.0
11336,RimWorld,07-15-2016,29.99,29.99,0.0
11337,Portal Knights,02-25-2016,14.99,11.24,25.02
11338,Factorio,02-25-2016,20.0,20.0,0.0
11339,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
11340,TERA,05-5-2015,0.0,0.0,0.0
11341,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
11342,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11343,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11344,Everything,04-21-2017,14.99,11.99,20.01
11345,LEGO Batman,10-10-2008,19.99,4.99,75.04
11346,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11347,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11348,Silence,11-15-2016,29.99,14.99,50.02
11349,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11350,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11351,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11352,Outlast 2,04-24-2017,29.99,29.99,0.0
11353,SMITE,09-8-2015,0.0,0.0,0.0
11354,Rocket League,07-6-2015,19.99,19.99,0.0
11355,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11356,Warframe,03-25-2013,0.0,0.0,0.0
11357,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
11358,The Long Dark,09-22-2014,19.99,9.99,50.03
11359,NieR:Automata ,03-17-2017,59.99,59.99,0.0
11360,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
11361,Team Fortress 2,10-10-2007,0.0,0.0,0.0
11362,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
11363,War Thunder,08-15-2013,0.0,0.0,0.0
11364,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
11365,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
11366,Earthfall,04-26-2017,29.99,29.99,0.0
11367,Space Engineers,10-23-2013,24.99,24.99,0.0
11368,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
11369,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
11370,Dota 2,07-9-2013,0.0,0.0,0.0
11371,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
11372,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
11373,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
11374,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
11375,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
11376,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
11377,Street Fighter V,02-15-2016,39.99,39.99,0.0
11378,Scanner Sombre,04-26-2017,11.99,9.59,20.02
11379,Path of Exile,10-23-2013,0.0,0.0,0.0
11380,Star Trek Online,01-31-2012,0.0,0.0,0.0
11381,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
11382,Fallout Shelter,03-29-2017,0.0,0.0,0.0
11383,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
11384,Stellaris,05-9-2016,39.99,39.99,0.0
11385,Stardew Valley,02-26-2016,14.99,14.99,0.0
11386,RimWorld,07-15-2016,29.99,29.99,0.0
11387,Portal Knights,02-25-2016,14.99,11.24,25.02
11388,Factorio,02-25-2016,20.0,20.0,0.0
11389,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
11390,TERA,05-5-2015,0.0,0.0,0.0
11391,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
11392,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11393,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11394,Everything,04-21-2017,14.99,11.99,20.01
11395,LEGO Batman,10-10-2008,19.99,4.99,75.04
11396,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11397,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11398,Silence,11-15-2016,29.99,14.99,50.02
11399,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11400,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11401,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11402,Outlast 2,04-24-2017,29.99,29.99,0.0
11403,SMITE,09-8-2015,0.0,0.0,0.0
11404,Rocket League,07-6-2015,19.99,19.99,0.0
11405,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11406,Warframe,03-25-2013,0.0,0.0,0.0
11407,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
11408,The Long Dark,09-22-2014,19.99,9.99,50.03
11409,NieR:Automata ,03-17-2017,59.99,59.99,0.0
11410,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
11411,Team Fortress 2,10-10-2007,0.0,0.0,0.0
11412,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
11413,War Thunder,08-15-2013,0.0,0.0,0.0
11414,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
11415,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
11416,Earthfall,04-26-2017,29.99,29.99,0.0
11417,Space Engineers,10-23-2013,24.99,24.99,0.0
11418,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
11419,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
11420,Dota 2,07-9-2013,0.0,0.0,0.0
11421,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
11422,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
11423,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
11424,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
11425,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
11426,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
11427,Street Fighter V,02-15-2016,39.99,39.99,0.0
11428,Scanner Sombre,04-26-2017,11.99,9.59,20.02
11429,Path of Exile,10-23-2013,0.0,0.0,0.0
11430,Star Trek Online,01-31-2012,0.0,0.0,0.0
11431,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
11432,Fallout Shelter,03-29-2017,0.0,0.0,0.0
11433,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
11434,Stellaris,05-9-2016,39.99,39.99,0.0
11435,Stardew Valley,02-26-2016,14.99,14.99,0.0
11436,RimWorld,07-15-2016,29.99,29.99,0.0
11437,Portal Knights,02-25-2016,14.99,11.24,25.02
11438,Factorio,02-25-2016,20.0,20.0,0.0
11439,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
11440,TERA,05-5-2015,0.0,0.0,0.0
11441,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
11442,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11443,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11444,Everything,04-21-2017,14.99,11.99,20.01
11445,LEGO Batman,10-10-2008,19.99,4.99,75.04
11446,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11447,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11448,Silence,11-15-2016,29.99,14.99,50.02
11449,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11450,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11451,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11452,Outlast 2,04-24-2017,29.99,29.99,0.0
11453,SMITE,09-8-2015,0.0,0.0,0.0
11454,Rocket League,07-6-2015,19.99,19.99,0.0
11455,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11456,Warframe,03-25-2013,0.0,0.0,0.0
11457,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
11458,The Long Dark,09-22-2014,19.99,9.99,50.03
11459,NieR:Automata ,03-17-2017,59.99,59.99,0.0
11460,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
11461,Team Fortress 2,10-10-2007,0.0,0.0,0.0
11462,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
11463,War Thunder,08-15-2013,0.0,0.0,0.0
11464,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
11465,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
11466,Earthfall,04-26-2017,29.99,29.99,0.0
11467,Space Engineers,10-23-2013,24.99,24.99,0.0
11468,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
11469,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
11470,Dota 2,07-9-2013,0.0,0.0,0.0
11471,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
11472,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
11473,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
11474,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
11475,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
11476,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
11477,Street Fighter V,02-15-2016,39.99,39.99,0.0
11478,Scanner Sombre,04-26-2017,11.99,9.59,20.02
11479,Path of Exile,10-23-2013,0.0,0.0,0.0
11480,Star Trek Online,01-31-2012,0.0,0.0,0.0
11481,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
11482,Fallout Shelter,03-29-2017,0.0,0.0,0.0
11483,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
11484,Stellaris,05-9-2016,39.99,39.99,0.0
11485,Stardew Valley,02-26-2016,14.99,14.99,0.0
11486,RimWorld,07-15-2016,29.99,29.99,0.0
11487,Portal Knights,02-25-2016,14.99,11.24,25.02
11488,Factorio,02-25-2016,20.0,20.0,0.0
11489,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
11490,TERA,05-5-2015,0.0,0.0,0.0
11491,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
11492,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
11493,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
11494,Everything,04-21-2017,14.99,11.99,20.01
11495,LEGO Batman,10-10-2008,19.99,4.99,75.04
11496,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
11497,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
11498,Silence,11-15-2016,29.99,14.99,50.02
11499,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
11500,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
11501,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
11502,Outlast 2,04-24-2017,29.99,29.99,0.0
11503,SMITE,09-8-2015,0.0,0.0,0.0
11504,Rocket League,07-6-2015,19.99,19.99,0.0
11505,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
11506,Warframe,03-25-2013,0.0,0.0,0.0
11507,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
